"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Turkmenistan","TKM","Population ages 65 and above, total","SP.POP.65UP.TO","83387","84334","85146","85973","87038","88469","90998","93863","96849","99671","102162","105310","107707","109549","111151","112645","115589","118369","120661","122032","122359","123709","124397","124713","125018","125561","127424","129207","131369","134550","139034","144834","152038","159778","166848","172635","178140","182164","185437","188959","193217","200002","206768","212739","216794","218365","218173","216520","214150","211942","210534","211953","213713","216335","220562","226767","235423","246284","258998","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population ages 65 and above, total","SP.POP.65UP.TO","7399487","7693158","7989377","8286493","8582840","8878116","9203984","9527818","9851126","10174745","10500479","10876875","11247647","11617948","11994103","12379617","12831160","13285347","13737949","14181412","14613451","15072157","15520649","15969185","16430650","16914584","17486110","18065044","18659143","19278693","19930246","20678282","21446237","22225537","23002025","23770196","24604695","25426719","26247673","27083148","27945495","28895339","29863994","30853081","31860150","32888706","33943629","35015347","36121499","37283127","38507857","39831275","41204108","42655192","44221039","45926300","47715333","49623521","51638103","",
"Timor-Leste","TLS","Population ages 65 and above, total","SP.POP.65UP.TO","11849","11963","12142","12359","12581","12785","13329","13866","14357","14757","15046","15571","16006","16332","16541","16627","16737","16668","16490","16272","16052","16624","17226","17833","18412","18945","19634","20341","21066","21791","22517","23608","24679","25660","26464","27046","27881","28478","28958","29478","30138","31308","32634","34064","35524","36941","38366","39776","41195","42660","44212","46032","47902","49705","51265","52491","53529","54201","54732","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Population ages 65 and above, total","SP.POP.65UP.TO","3584550","3692501","3794780","3893061","3989383","4084675","4209169","4331070","4450560","4567586","4682513","4829815","4974451","5113720","5243699","5363359","5509492","5644590","5773752","5903037","6036459","6214748","6395423","6582133","6782179","7002658","7262226","7538301","7827779","8126708","8434584","8787656","9147827","9515968","9893366","10281600","10681963","11074100","11460073","11840370","12215074","12581549","12941191","13291846","13625930","13942365","14289450","14622747","14959663","15321959","15724198","16165339","16628271","17125852","17679939","18308192","18946628","19658707","20439205","",
"Tonga","TON","Population ages 65 and above, total","SP.POP.65UP.TO","2080","2108","2155","2198","2245","2281","2330","2366","2395","2399","2391","2456","2512","2558","2605","2653","2723","2793","2864","2943","3033","3140","3249","3357","3452","3532","3643","3765","3894","4031","4169","4345","4519","4690","4861","5043","5145","5251","5351","5434","5497","5632","5744","5827","5897","5955","6000","6033","6041","6007","5945","5961","5960","5952","5969","6042","6041","6084","6144","",
"South Asia (IDA & IBRD)","TSA","Population ages 65 and above, total","SP.POP.65UP.TO","17927782","18509140","19095175","19652112","20142917","20552900","21214128","21808546","22361309","22904079","23455836","24326793","25195780","26048037","26866377","27645636","28627902","29564995","30462886","31329660","32173469","33244640","34260576","35224632","36146894","37039851","38215099","39352992","40456249","41528418","42579912","44111000","45608388","47080206","48540367","50004844","51896224","53754025","55596014","57443297","59312692","61509917","63695545","65851861","67951027","69990248","72293330","74521512","76693476","78828220","80956966","83512981","86036042","88641911","91441904","94508842","98184140","102009918","105970472","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population ages 65 and above, total","SP.POP.65UP.TO","6873067","7063845","7241073","7405506","7558097","7699909","7921857","8131369","8329515","8517564","8697673","8977005","9245155","9502583","9749637","9987079","10316623","10638230","10954799","11268192","11579182","11943573","12293613","12632440","12963658","13289846","13725748","14152087","14569190","14978244","15382053","15867027","16336506","16794152","17245616","17696210","18208329","18696807","19160877","19595583","19997589","20504246","20967143","21397175","21807117","22206229","22841983","23462107","24068157","24660783","25244699","26035489","26818133","27599853","28388344","29192310","30195763","31200581","32216623","",
"Trinidad and Tobago","TTO","Population ages 65 and above, total","SP.POP.65UP.TO","29393","29789","30012","30110","30162","30207","31827","33590","35468","37363","39239","41139","42893","44612","46465","48500","50493","52661","54901","57010","58867","60440","61687","62690","63612","64550","65602","66733","67854","68854","69691","71158","72427","73542","74567","75524","76900","78145","79356","80637","82061","84015","86109","88378","90825","93454","96466","99647","102995","106497","110181","114248","118476","122903","127567","132478","137877","143453","149201","",
"Tunisia","TUN","Population ages 65 and above, total","SP.POP.65UP.TO","155814","157560","158885","159875","160496","160637","163655","166700","169821","173000","176206","182737","189009","194993","200898","207047","215172","223608","232266","240821","249085","262157","276199","291286","307791","326161","338281","351695","366841","383565","401388","419903","438836","458853","481274","507096","535344","565298","595848","625464","653241","675476","695652","714075","731069","746960","758133","768546","778363","787525","796175","805054","812594","821462","835479","856944","885038","920659","961725","",
"Turkey","TUR","Population ages 65 and above, total","SP.POP.65UP.TO","876465","926357","983085","1042645","1099709","1151448","1202778","1249656","1294870","1341870","1392536","1458725","1527744","1599652","1675540","1756278","1826824","1900492","1971292","2030351","2073493","2104843","2122820","2134947","2151552","2178732","2222078","2274503","2335961","2405685","2483779","2579191","2680237","2789738","2911507","3047168","3200277","3363386","3531208","3695779","3852577","3997527","4136797","4271643","4403578","4534397","4665573","4793683","4924207","5063559","5215983","5377232","5550051","5738359","5947126","6179373","6425655","6695538","6983357","",
"Tuvalu","TUV","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Population ages 65 and above, total","SP.POP.65UP.TO","248269","257397","266751","276251","285742","295194","305909","316425","326890","337507","348411","360921","373578","386349","399143","411965","426538","440757","454821","468961","483391","500074","516805","533581","550345","567144","586272","604788","623218","642151","661937","684933","708307","731413","753510","774301","797247","817441","835475","851948","867259","892144","915162","936494","956418","975075","1001407","1026555","1051008","1075420","1100295","1140892","1182885","1225309","1266727","1306567","1360068","1412330","1465009","",
"Uganda","UGA","Population ages 65 and above, total","SP.POP.65UP.TO","185013","190111","195328","200699","206286","212121","219309","226551","233695","240541","247059","254749","261790","268370","274699","280921","289662","298174","306596","315077","323719","334554","345445","356524","367895","379645","393443","407246","420888","434167","446968","460677","472699","483279","492847","501562","514453","526051","535226","540397","540897","546158","547791","547288","546593","546716","557927","570120","582766","595084","606794","627661","648533","670223","693757","719722","753610","790445","829251","",
"Ukraine","UKR","Population ages 65 and above, total","SP.POP.65UP.TO","3044464","3164360","3275365","3384766","3503147","3635731","3760162","3896804","4045643","4201912","4362596","4526912","4678525","4825263","4980135","5148683","5323665","5516353","5701213","5838745","5909633","5928019","5871591","5786531","5719671","5694284","5736818","5809704","5917129","6060294","6220564","6409154","6633216","6838643","6953621","6970991","6992606","6929366","6834892","6775649","6786193","6915600","7103214","7309524","7450370","7484056","7508662","7455066","7357819","7267761","7205115","7156730","7124090","7102341","7074102","7075371","7153073","7242571","7333571","",
"Upper middle income","UMC","Population ages 65 and above, total","SP.POP.65UP.TO","48084821","48709359","49407875","50272982","51038789","51819855","53928999","56098204","58330165","60576489","62799989","65424772","67948203","70437440","72953058","75510451","78522718","81561065","84603579","87513066","90187920","93092763","95782038","98277774","100684678","103151668","105917520","108660407","111459395","114477925","117872690","121450572","125497389","129820188","134041924","137964464","142627805","146622597","150260881","153999776","158072720","162413225","167076639","171845649","176159944","179793994","183556201","186774506","189855705","193331058","197434162","202575845","208097882","214350347","221791144","230668085","241450374","253601239","266365072","",
"Uruguay","URY","Population ages 65 and above, total","SP.POP.65UP.TO","207162","211178","215005","218732","222463","226288","231648","237039","242212","246758","250468","256102","260451","264282","268614","274014","279715","286618","294051","300952","306753","312585","317423","321634","325849","330454","336911","342977","348973","355232","361884","369806","377980","386176","394048","401418","409847","417766","424799","430488","434619","440157","443785","446229","448445","451049","454592","458390","462374","466358","470350","475172","479763","484337","489100","494163","499626","505195","510997","",
"United States","USA","Population ages 65 and above, total","SP.POP.65UP.TO","16469470","16882494","17267191","17639127","18015736","18381970","18824615","19265651","19702049","20139474","20609397","21179312","21688757","22176544","22666524","23174881","23744757","24337106","24966992","25628460","26259352","26815022","27333506","27835128","28337790","28864148","29416870","29949299","30472834","30983699","31521853","32055870","32565002","33016326","33396145","33717480","33973228","34207019","34407301","34600178","34801176","35090876","35353639","35618525","35964061","36383151","36942166","37569159","38300984","39152172","40156009","41285168","42565839","43947967","45426418","46965980","48569508","50135624","51717496","",
"Uzbekistan","UZB","Population ages 65 and above, total","SP.POP.65UP.TO","504692","526286","547291","567734","588421","610018","631431","654755","678185","698929","716072","739412","756035","767933","778170","788396","798610","809397","818558","822810","821060","823320","820394","815105","811060","810310","810322","811210","814660","823191","842711","872018","909725","949792","984877","1013833","1046207","1073669","1096002","1113951","1138749","1170091","1201592","1230495","1252955","1266433","1276471","1281453","1282325","1279270","1287436","1285490","1266588","1253082","1253015","1270308","1319021","1381296","1456345","",
"St. Vincent and the Grenadines","VCT","Population ages 65 and above, total","SP.POP.65UP.TO","3288","3345","3410","3484","3567","3670","3788","3918","4059","4214","4392","4555","4718","4890","5055","5235","5401","5547","5678","5774","5847","5938","5997","6021","6021","5996","6097","6213","6340","6481","6639","6749","6851","6948","7037","7118","7158","7191","7219","7274","7360","7420","7515","7610","7671","7680","7921","8132","8341","8588","8907","9042","9236","9480","9765","10087","10216","10381","10569","",
"Venezuela, RB","VEN","Population ages 65 and above, total","SP.POP.65UP.TO","187877","196815","206143","215845","225868","236250","248428","260883","273690","287006","300956","316197","332063","348624","365876","383862","403293","422917","443014","463999","486139","508558","531925","556113","580839","606069","633180","660092","687100","714724","743343","773352","804136","835640","867614","900137","936142","972002","1008313","1045860","1085213","1127751","1171511","1216779","1263659","1312413","1363082","1414371","1467330","1523348","1583491","1650155","1720428","1790913","1856702","1914674","1982873","2040777","2097993","",
"British Virgin Islands","VGB","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Population ages 65 and above, total","SP.POP.65UP.TO","2357","2299","2154","2248","2127","2116","2138","2188","2407","2536","2598","2875","3055","3321","3538","3761","3892","3901","4210","4452","4852","4981","5084","5171","5259","5377","5477","5626","5822","6053","6473","6790","7109","7416","7704","7978","8133","8346","8646","9008","9407","9767","10127","10508","10934","11440","11979","12576","13225","13908","14609","15434","16304","17179","18034","18842","19492","20083","20634","",
"Vietnam","VNM","Population ages 65 and above, total","SP.POP.65UP.TO","1542731","1609312","1673386","1737954","1807638","1884942","1976978","2073260","2169514","2258917","2338059","2373201","2391189","2398280","2402479","2408348","2501559","2600671","2702647","2802253","2897117","2991206","3078653","3164037","3253844","3351620","3457376","3568877","3683462","3796345","3905532","4015988","4119133","4220943","4331328","4456114","4586356","4730988","4879624","5015433","5129773","5244472","5326363","5386163","5437431","5486402","5530045","5575010","5620824","5664826","5709096","5760118","5816831","5892714","6006808","6170772","6390554","6651116","6950543","",
"Vanuatu","VUT","Population ages 65 and above, total","SP.POP.65UP.TO","1562","1613","1658","1703","1749","1790","1925","2063","2218","2378","2549","2622","2695","2769","2849","2932","3049","3155","3263","3363","3462","3626","3793","3960","4125","4303","4464","4631","4810","5000","5207","5330","5453","5575","5683","5796","5898","5966","6012","6053","6091","6197","6329","6487","6660","6842","7196","7617","8115","8671","9222","9357","9476","9646","9864","10099","10311","10489","10654","",
"World","WLD","Population ages 65 and above, total","SP.POP.65UP.TO","150626552","154107494","157564564","161154712","164607044","168026724","173492863","178912832","184300098","189813614","195215871","201839131","208191895","214323823","220495175","226621149","233948390","241316946","248550652","255264499","261166057","267335786","272545125","277206604","281961525","287307530","294212586","301475277","309072915","316982874","325275623","334615814","344220558","353927991","363316973","372289565","382774445","392343617","401420655","410598026","420196307","430858097","441833207","452801681","463105371","472477280","482966997","492660576","502231675","512382019","523666170","536851918","551217090","566877560","584193507","603377785","625551062","649142245","673618927","",
"Samoa","WSM","Population ages 65 and above, total","SP.POP.65UP.TO","2153","2284","2435","2588","2717","2818","2926","3025","3108","3188","3272","3390","3492","3577","3655","3733","3868","3997","4115","4214","4298","4439","4559","4657","4748","4844","5102","5390","5690","5976","6240","6414","6568","6715","6870","7030","7233","7412","7545","7630","7679","7860","8031","8204","8374","8541","8684","8820","8963","9109","9233","9219","9150","9027","8875","8721","8933","9159","9415","",
"Kosovo","XKX","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Population ages 65 and above, total","SP.POP.65UP.TO","196972","198940","200916","202631","203659","203786","206818","209006","210372","210999","210949","213807","216099","217948","219501","220878","224741","228794","232874","236717","240151","246066","251543","256605","261275","265590","271739","277489","283228","289398","296252","321625","350819","383294","418289","455229","463489","470084","475503","480251","484841","495947","506101","515828","525680","535936","550623","565606","581312","598204","616634","640529","665418","690796","716024","740858","767679","793748","819699","",
"South Africa","ZAF","Population ages 65 and above, total","SP.POP.65UP.TO","661028","679491","697184","713939","729578","744054","761726","777971","793941","810979","829881","856173","883285","910496","936854","961970","991766","1019800","1046937","1074127","1101993","1138884","1174875","1209545","1242310","1272912","1310870","1347011","1382710","1419784","1459813","1515728","1576990","1642904","1712130","1783952","1841695","1894149","1942352","1987535","2030622","2075416","2114527","2149113","2180095","2208177","2260914","2310112","2355420","2396379","2433350","2496042","2559708","2627080","2701637","2785620","2878875","2974955","3072723","",
"Zambia","ZMB","Population ages 65 and above, total","SP.POP.65UP.TO","78216","80579","83060","85595","88122","90629","93870","97114","100375","103630","106884","110954","114886","118742","122607","126518","130923","135316","139700","144064","148442","153714","158935","164132","169319","174527","180785","186837","192673","198274","203635","209103","213896","218144","221987","225519","231354","236779","241669","245846","249191","254271","258419","261661","264036","265591","270048","273991","277479","280580","283345","291845","300467","309162","317877","326594","338840","351367","364332","",
"Zimbabwe","ZWE","Population ages 65 and above, total","SP.POP.65UP.TO","123220","127433","131070","134325","137510","140755","144578","148349","152042","155524","158772","163062","167120","170932","174473","177758","182241","186191","190153","194890","200843","208593","217740","227594","237096","245702","254114","261079","267128","273089","279373","288346","297259","305754","313246","319525","329488","337740","344560","350356","355305","361655","366458","370135","373149","375716","381031","386088","390004","391537","390063","391886","391852","391043","391097","392915","401519","412323","424438","",
