"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Iran, Islamic Rep.","IRN","Population ages 65 and above, total","SP.POP.65UP.TO","879244","884407","885135","883139","880707","878834","893294","907671","921251","933017","942594","967028","989902","1010452","1027586","1040971","1065127","1086083","1105308","1124408","1144661","1181582","1217092","1254478","1300457","1360516","1447035","1546476","1652291","1756206","1854851","1955799","2051847","2145584","2240702","2339603","2449618","2557763","2664918","2770898","2874640","2973578","3070416","3163333","3248049","3322685","3408676","3493787","3582865","3682611","3797043","3921964","4057087","4205138","4370898","4558586","4705869","4871662","5058998","",
"Iraq","IRQ","Population ages 65 and above, total","SP.POP.65UP.TO","226920","243785","258916","273191","288224","304728","322366","341026","360294","379416","398071","416473","434961","453079","470326","486522","504122","519525","533307","546279","558750","574836","590300","604529","616426","625526","637350","646171","653118","659692","666839","676691","687456","699179","711781","725266","742711","760486","778674","797427","816841","836889","856618","875635","893487","910047","931107","950368","968150","984228","998957","1013386","1026655","1042602","1067372","1104031","1153572","1213458","1277379","",
"Iceland","ISL","Population ages 65 and above, total","SP.POP.65UP.TO","14129","14543","14950","15348","15763","16191","16618","17034","17409","17708","17927","18270","18704","19137","19545","19971","20458","20930","21429","21966","22508","22927","23362","23786","24169","24531","24924","25439","26101","26697","27181","27819","28468","29056","29612","30087","30433","30912","31496","32085","32647","33278","33653","33921","34309","35040","35807","36727","37513","37863","38181","39125","40339","41875","43596","45368","47189","49537","52312","",
"Israel","ISR","Population ages 65 and above, total","SP.POP.65UP.TO","98384","104842","113685","122156","131938","142173","150225","161662","170309","180503","192778","205935","218337","234845","250147","264988","278299","292886","307519","322730","335942","344390","350298","354950","358332","364767","372401","381215","390812","400619","415945","448175","471685","493327","516396","541822","558907","575868","592118","610600","630737","645679","659043","671379","683200","694645","709749","724771","741645","767922","796566","818069","843745","873323","905925","940774","980274","1021673","1064011","",
"Italy","ITA","Population ages 65 and above, total","SP.POP.65UP.TO","4779726","4878386","4978144","5082241","5192586","5307356","5437863","5570664","5705453","5844659","5989892","6135684","6279590","6429382","6587281","6756176","6941413","7140405","7329495","7469442","7538588","7567475","7524587","7452113","7412077","7439750","7576249","7767424","7994614","8223700","8434422","8652236","8856609","9049666","9233643","9414464","9615975","9812225","10004490","10201589","10411672","10585519","10774557","10992058","11214743","11396665","11538993","11673629","11814499","11950013","12108503","12270034","12480810","12829406","13151936","13329540","13480440","13620571","13749132","",
"Jamaica","JAM","Population ages 65 and above, total","SP.POP.65UP.TO","70593","74853","79715","84839","90044","95423","97297","99157","101091","103216","105616","108234","111040","113888","116548","118869","124409","129777","135117","140552","146037","149799","153286","156510","159441","162012","164385","166906","169650","172650","175953","178310","180568","182724","184794","186779","190467","194405","198608","202985","207402","209184","210909","212720","214772","217180","219885","222502","225136","228039","231553","233945","236761","239839","242961","246047","249956","253919","258169","",
"Jordan","JOR","Population ages 65 and above, total","SP.POP.65UP.TO","39789","40481","40875","41324","42182","43623","45143","47466","50263","53153","55933","58030","59588","60743","61719","62700","65281","67872","70467","73065","75712","80528","85635","90908","96438","102340","103694","105491","107752","110537","113959","117044","120739","124913","129371","133979","139322","143965","148139","152223","156575","162497","168783","175764","183794","193072","203849","216401","230653","246450","263636","278970","295801","313444","331010","348018","361187","372612","382957","",
"Japan","JPN","Population ages 65 and above, total","SP.POP.65UP.TO","5199270","5439401","5593420","5755897","5923696","6098133","6294578","6499350","6667992","6953155","7174109","7446472","7719659","7949110","8282501","8621231","8931345","9298525","9683548","10058660","10410229","10789145","11130699","11463962","11816337","12209185","12633060","13081095","13564998","14093431","14661902","15251953","15873908","16527699","17219218","17934279","18652253","19374031","20107548","20825752","21543580","22260296","22978947","23703098","24399197","25110400","25797976","26493151","27195327","27951519","28813280","29603888","30475171","31384095","32264097","33081239","33770147","34370970","34892133","",
"Kazakhstan","KAZ","Population ages 65 and above, total","SP.POP.65UP.TO","566277","577031","586351","595278","605193","617061","634122","652156","670385","687286","702105","726184","745434","761863","778499","796612","823115","850919","876638","895110","904144","908715","905822","898891","892665","889844","897234","905547","917030","930598","958731","1005704","1057261","1104687","1131915","1137282","1126500","1094298","1051777","1024574","1018027","1050047","1093209","1135597","1161911","1164900","1165119","1150567","1128803","1124336","1111672","1128088","1143318","1155707","1168004","1185686","1231069","1287324","1350971","",
"Kenya","KEN","Population ages 65 and above, total","SP.POP.65UP.TO","303813","312388","320504","328235","335636","342730","351558","359970","368004","375656","382921","392554","401600","410110","418134","425736","435493","444833","453827","462511","470960","482513","493637","504494","515257","526114","538549","550661","562770","575325","588717","603366","617982","632533","646830","660736","679658","695531","708529","718913","726783","738791","749412","757701","762077","762121","773266","781258","788463","798141","812178","842532","877262","916257","959146","1005943","1067536","1133049","1202178","",
"Kyrgyz Republic","KGZ","Population ages 65 and above, total","SP.POP.65UP.TO","153846","155842","156981","158255","160085","162449","166691","171619","176857","181267","184071","188052","190601","192161","193897","195820","199361","203245","206787","209136","209713","210399","209831","208831","208174","208350","208856","209812","211360","215237","220863","228961","237497","243336","246886","249848","256054","259517","261941","265192","269751","276615","284214","291003","294105","291319","285769","276310","265190","255201","246430","244122","244117","246737","251488","258245","264977","273515","283878","",
"Cambodia","KHM","Population ages 65 and above, total","SP.POP.65UP.TO","144471","149494","153754","157293","160260","162743","167317","171113","174285","176951","179161","184956","190244","194303","196484","196531","196884","194695","190860","186252","181397","188083","194908","201903","209369","217207","224218","232913","242491","251762","260359","273197","285342","297198","309654","323108","333529","344135","354887","365137","374389","391241","406702","421188","435324","449550","466150","482659","499363","516480","534326","552092","570677","590744","613388","639356","671273","706149","742401","",
"Kiribati","KIR","Population ages 65 and above, total","SP.POP.65UP.TO","1551","1581","1612","1635","1658","1676","1695","1713","1728","1746","1772","1806","1849","1894","1935","1972","1984","1984","1976","1961","1949","2001","2059","2133","2217","2303","2365","2412","2444","2456","2468","2552","2624","2672","2689","2683","2723","2750","2765","2775","2782","2899","3019","3125","3210","3268","3366","3450","3521","3595","3671","3699","3746","3804","3876","3939","4157","4366","4579","",
"St. Kitts and Nevis","KNA","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population ages 65 and above, total","SP.POP.65UP.TO","842033","874284","909252","944202","973383","995552","1024094","1044127","1061646","1082298","1108752","1151217","1196296","1242018","1286747","1330074","1378408","1427987","1477405","1524784","1569815","1626032","1675941","1723392","1773013","1828690","1899996","1984324","2075833","2164167","2243354","2338621","2422319","2501350","2589800","2695680","2805244","2933526","3071582","3219142","3378095","3558254","3739192","3922107","4101022","4270694","4467162","4659281","4867075","5075088","5298977","5543633","5787363","6032959","6293990","6560196","6835122","7129226","7445058","",
"Kuwait","KWT","Population ages 65 and above, total","SP.POP.65UP.TO","5376","5657","6080","6614","7229","7890","9076","10264","11440","12622","13879","14852","15628","16218","16806","17717","18844","20091","21197","21944","22375","23066","23379","23374","23355","23644","24546","25990","27446","28190","27897","28645","","","","21911","22158","23792","26413","29388","32304","35232","38235","41468","45066","49133","51100","53082","55133","57339","59764","63269","67196","71441","76041","81272","88712","96635","105521","",
"Latin America & Caribbean (excluding high income)","LAC","Population ages 65 and above, total","SP.POP.65UP.TO","7146694","7435039","7725408","8017380","8311286","8607839","8931441","9257849","9587033","9917277","10249041","10630388","11004826","11377645","11756236","12144583","12594317","13047249","13498961","13940938","14370373","14826233","15268488","15708510","16161170","16636777","17187456","17747518","18322313","18918690","19541612","20254406","20983743","21721960","22456628","23183489","23980774","24763920","25546418","26346804","27178761","28097037","29040110","30006996","30991529","31995120","33029591","34078149","35158214","36291268","37484964","38773294","40107554","41515336","43031342","44678752","46408041","48250381","50193307","",
"Lao PDR","LAO","Population ages 65 and above, total","SP.POP.65UP.TO","55335","57930","60386","62753","65124","67542","70568","73574","76525","79371","82103","85518","88802","91860","94597","96935","100732","104104","107230","110340","113648","117069","120608","124219","127793","131258","135462","139428","143179","146766","150207","154950","159460","163633","167371","170663","175211","179424","183302","186840","190079","194915","199255","203211","206867","210274","214560","218531","222323","226094","229964","234993","240174","245663","251710","258613","267821","277534","287767","",
"Lebanon","LBN","Population ages 65 and above, total","SP.POP.65UP.TO","107404","108936","109701","109972","110149","110454","111509","112473","113503","114675","115990","118507","121025","123368","125363","126883","131125","134865","137889","139899","140818","140414","139248","137729","136425","135704","136153","136979","138730","142084","147439","152503","159711","167927","175730","182270","190044","196439","202496","209692","219024","227902","240293","254511","268024","279143","287268","291331","294661","301648","314922","327490","346424","368966","391895","413343","437563","459545","479587","",
"Liberia","LBR","Population ages 65 and above, total","SP.POP.65UP.TO","35417","36400","37309","38154","38970","39783","40786","41775","42748","43694","44607","45779","46919","48050","49202","50397","51941","53494","55101","56783","58549","60804","63083","65205","66974","68314","69693","70316","70249","69591","68446","68303","67872","67638","68176","69718","73420","78992","85653","92466","98879","102231","104249","105557","106969","108980","112667","117165","121967","126384","130062","133229","135495","137343","139401","142053","146615","151539","156782","",
"Libya","LBY","Population ages 65 and above, total","SP.POP.65UP.TO","56282","57232","57938","58460","58846","59144","60277","61300","62289","63347","64542","66527","68686","70954","73242","75532","78253","80954","83713","86626","89766","93360","97115","101067","105261","109708","115281","120863","126479","132193","138053","144308","150766","157345","163877","170281","177217","183664","189755","195727","201713","208018","214201","220205","225879","231076","238122","244799","250754","255486","258717","262187","264413","266155","268462","272052","277640","284891","293325","",
"St. Lucia","LCA","Population ages 65 and above, total","SP.POP.65UP.TO","3656","3776","3897","4002","4080","4142","4291","4434","4549","4630","4693","4815","4924","5029","5130","5245","5375","5508","5628","5744","5869","6064","6250","6431","6601","6770","7409","8084","8778","9475","10186","10418","10604","10772","10947","11147","11241","11359","11488","11609","11701","11724","11729","11728","11720","11728","12198","12733","13345","14036","14816","15158","15501","15840","16183","16539","16950","17380","17837","",
"Latin America & Caribbean","LCN","Population ages 65 and above, total","SP.POP.65UP.TO","7888871","8199220","8510901","8823910","9138292","9455235","9803809","10155803","10511644","10869314","11229352","11638246","12038815","12437248","12841776","13256624","13745491","14239462","14734114","15219401","15691950","16185011","16663165","17139109","17629027","18143843","18738618","19343109","19964865","20612748","21292362","22062901","22853663","23656374","24455897","25246737","26109393","26956438","27800771","28662051","29553616","30533186","31534621","32558936","33602476","34668242","35767315","36881844","38030614","39235986","40507186","41881931","43307167","44813132","46434006","48196689","50047981","52020173","54091560","",
"Least developed countries: UN classification","LDC","Population ages 65 and above, total","SP.POP.65UP.TO","6954781","7147679","7324581","7489034","7646608","7800894","8065327","8322029","8565882","8791631","8998824","9321031","9624726","9912807","10188704","10455562","10801753","11132214","11447872","11749208","12036964","12390759","12719685","13026467","13314991","13588493","14034785","14475176","14908589","15333675","15751343","16304542","16848568","17385505","17919966","18457485","19078782","19684628","20276812","20852420","21409717","22074134","22710537","23328215","23938342","24548581","25336143","26110573","26872136","27618836","28353632","29238660","30108787","30970173","31827366","32687996","33703928","34715238","35744163","",
"Low income","LIC","Population ages 65 and above, total","SP.POP.65UP.TO","4729621","4845488","4955425","5059630","5157942","5250855","5422378","5584622","5737727","5882874","6020601","6215416","6402390","6580530","6748252","6905572","7141179","7368929","7588502","7798369","7997545","8219899","8420562","8606515","8786451","8965036","9248053","9534502","9821392","10104400","10382242","10740138","11095424","11448668","11803324","12163361","12522336","12868021","13203541","13529638","13846545","14258684","14662012","15062193","15465719","15877248","16413571","16948886","17479761","18000087","18508564","19107385","19684942","20246071","20794677","21338702","21965040","22581406","23216497","",
"Liechtenstein","LIE","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population ages 65 and above, total","SP.POP.65UP.TO","446475","441022","435844","430964","426345","422162","429326","436489","443871","451716","460048","476311","493023","510209","527652","545288","567799","589863","611639","633519","655738","681470","707394","733884","761340","790168","820307","851542","883595","915905","948057","982114","1014361","1045080","1074601","1103206","1120485","1134599","1146563","1157338","1167900","1200519","1233118","1266064","1300196","1336473","1365585","1394205","1424963","1461198","1505774","1587258","1668773","1766763","1868862","1969483","2071208","2170903","2269547","",
"Lower middle income","LMC","Population ages 65 and above, total","SP.POP.65UP.TO","32100207","33150947","34175528","35154773","36072627","36925991","38129677","39270932","40373674","41460924","42548764","44036493","45479944","46878301","48235800","49557860","51266436","52938255","54549448","56058954","57453765","59135039","60658332","62088900","63504640","64955884","66838584","68718513","70605091","72505681","74463062","77030153","79581472","82076628","84472089","86791856","89742381","92567963","95330815","98097792","100918227","104163177","107342998","110400812","113230672","115803666","119025482","122024658","124867464","127640409","130429126","133968181","137485671","141140728","145105951","149541149","155091065","160969731","167148984","",
"Low & middle income","LMY","Population ages 65 and above, total","SP.POP.65UP.TO","84914649","86705794","88538828","90487385","92269358","93996701","97481054","100953758","104441566","107920287","111369354","115676681","119830537","123896271","127937110","131973883","136930333","141868249","146741529","151370389","155639230","160447701","164860932","168973189","172975769","177072588","182004157","186913422","191885878","197088006","202717994","209220863","216174285","223345484","230317337","236919681","244892522","252058581","258795237","265627206","272837492","280835086","289081649","297308654","304856335","311474908","318995254","325748050","332202930","338971554","346371852","355651411","365268495","375737146","387691772","401547936","418506479","437152376","456730553","",
"Lesotho","LSO","Population ages 65 and above, total","SP.POP.65UP.TO","38992","39751","40500","41193","41783","42256","42927","43475","43957","44467","45053","46076","47138","48228","49329","50433","51682","52918","54130","55305","56427","58006","59514","60951","62334","63657","65374","67084","68815","70569","72338","73733","75098","76490","77886","79179","80610","81750","82550","82934","82884","84855","86197","87062","87691","88268","88915","89785","90862","92096","93475","94588","95747","96890","97947","98863","100412","101907","103321","",
"Late-demographic dividend","LTE","Population ages 65 and above, total","SP.POP.65UP.TO","45819943","46368971","46996337","47801961","48514420","49237861","51299020","53420130","55598790","57782841","59926459","62359516","64694847","66989547","69303843","71654755","74526614","77426887","80328251","83087187","85597693","88294678","90759495","93024264","95206054","97457667","99971790","102475992","105039710","107820167","110957958","114244038","117926324","121877125","125714989","129277701","133532024","137136993","140392797","143737598","147347365","151320394","155599160","159943109","163816410","166993313","170245396","172930212","175451928","178338599","181818627","186379662","191316053","196958054","203735004","211881761","222000339","233427141","245419442","",
"Lithuania","LTU","Population ages 65 and above, total","SP.POP.65UP.TO","220226","229540","238564","247362","256511","266184","276190","286208","296435","306873","318647","331851","344634","356527","367025","375705","381459","386133","389232","389632","387523","384721","379746","374195","370162","369086","372356","378386","386520","394841","402272","413253","423523","432303","439693","445996","455653","464349","472237","479640","486736","497563","508226","518543","526642","531134","533641","536858","539498","540402","534941","531897","533199","535996","539593","542799","544059","545909","549678","",
"Luxembourg","LUX","Population ages 65 and above, total","SP.POP.65UP.TO","33985","34756","35611","36413","37281","38192","39232","40091","40900","41775","42616","43678","44768","45730","46705","47485","48420","49064","49517","49722","49673","49865","49664","49270","48920","48733","48875","49197","49645","50296","51158","52299","53488","54681","55804","56842","57980","58918","59754","60596","61404","62593","63640","64740","65909","67079","67745","68301","69026","69901","70938","72339","74012","75759","77668","79712","81728","84123","86195","",
"Latvia","LVA","Population ages 65 and above, total","SP.POP.65UP.TO","224280","228676","232398","236289","241072","246646","253038","260374","268702","276593","283610","291308","297928","303745","309509","315105","320079","325417","329862","331030","328347","325633","319756","312520","306385","302847","303022","305781","310098","313834","316257","324107","329843","333696","337645","340982","345458","348359","350253","352555","354860","360147","365621","371197","375086","377413","381633","385344","387126","385500","381307","380748","381722","382896","384303","385986","385634","385212","386149","",
"Macao SAR, China","MAC","Population ages 65 and above, total","SP.POP.65UP.TO","8332","8399","8575","8833","9139","9466","9865","10321","10782","11178","11468","12086","12614","13079","13539","14028","14690","15383","16126","16988","18044","18506","19022","19595","20198","20812","21063","21399","21769","22122","22437","23513","24568","25598","26623","27648","28444","29221","30003","30800","31602","31996","32468","33019","33622","34268","34709","34991","35230","35690","36596","38616","41193","44276","47798","51725","56161","61001","66222","",
"St. Martin (French part)","MAF","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population ages 65 and above, total","SP.POP.65UP.TO","367608","386141","403188","419422","435998","453425","473913","494845","515497","534606","551566","568127","582892","595875","606977","616234","625023","632510","639794","648140","658439","673688","690435","709603","732565","760351","795493","834842","878280","925538","976486","1034763","1094207","1154003","1213215","1271287","1324582","1375765","1425002","1472178","1517594","1566540","1613280","1659064","1705539","1754010","1799477","1847693","1896981","1943853","1987071","2023302","2055473","2090840","2140271","2210380","2296576","2402929","2526689","",
"Monaco","MCO","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population ages 65 and above, total","SP.POP.65UP.TO","157223","158618","159704","160812","162526","165068","170349","176291","182403","188047","192804","198961","203791","208311","213928","221045","230200","240506","250594","258295","262986","266496","267084","266322","266578","269088","275171","282680","290891","298925","306456","313950","320852","326462","329959","331100","336610","338979","340869","341970","342896","347561","352130","355747","357551","356836","360166","361946","362508","362286","361402","361048","358822","355689","354309","357151","369972","387189","406697","",
"Madagascar","MDG","Population ages 65 and above, total","SP.POP.65UP.TO","166346","171864","176751","181330","186055","191149","198385","205554","212863","220549","228689","239242","250027","260279","268938","275462","281960","286631","289861","292086","293577","298075","301988","305685","309636","314162","321210","328484","335924","343406","350879","361556","372095","382696","393586","404887","418062","431087","443787","455977","467618","482054","496163","509726","522370","534032","548309","561618","574330","586800","599390","614363","629112","645019","663880","686807","716522","749264","784383","",
"Maldives","MDV","Population ages 65 and above, total","SP.POP.65UP.TO","2314","2363","2414","2452","2480","2488","2540","2578","2613","2653","2707","2794","2890","3001","3105","3209","3372","3530","3688","3849","4012","4204","4386","4565","4758","4963","5202","5455","5721","5980","6225","6523","6807","7101","7422","7783","8251","8749","9281","9873","10516","11193","11923","12683","13436","14147","14708","15212","15681","16154","16660","16801","16984","17215","17517","17919","18349","18756","19098","",
"Middle East & North Africa","MEA","Population ages 65 and above, total","SP.POP.65UP.TO","3888186","4008333","4125460","4238358","4350594","4462110","4602465","4743793","4880290","5016455","5153612","5323346","5490478","5657344","5814924","5963444","6134737","6297028","6454546","6613757","6776266","6976494","7176796","7381338","7597171","7836679","8125550","8435092","8761718","9099745","9495415","9907623","10286367","10698495","11120231","11576036","12016912","12450853","12878489","13304610","13729183","14134213","14532834","14924447","15302978","15668146","16062080","16446816","16840653","17270671","17743558","18251486","18787247","19365382","20010462","20742003","21503594","22346170","23263387","",
"Mexico","MEX","Population ages 65 and above, total","SP.POP.65UP.TO","1284047","1342532","1401876","1462633","1525808","1591798","1661883","1733378","1805080","1874889","1941717","2009409","2073937","2137020","2201541","2269350","2347089","2428437","2510470","2588779","2661616","2736379","2805385","2873810","2948487","3033225","3136615","3246219","3361825","3482875","3609323","3742357","3881517","4025493","4171904","4319660","4475552","4630817","4785282","4939224","5094248","5256267","5416416","5582108","5762346","5962764","6144218","6344619","6559533","6781759","7008938","7224263","7439162","7664067","7913101","8194622","8477098","8785285","9115625","",
"Marshall Islands","MHL","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population ages 65 and above, total","SP.POP.65UP.TO","80185028","81860306","83583403","85427755","87111416","88745846","92058676","95369136","98703839","102037413","105348753","109461265","113428147","117315741","121188858","125068311","129789154","134499320","139153027","143572020","147641685","152227802","156440370","160366674","164189318","168107552","172756104","177378920","182064486","186983606","192335752","198480725","205078861","211896816","218514013","224756320","232370186","239190560","245591696","252097568","258990947","266576402","274419637","282246461","289390616","295597660","302581683","308799164","314723169","320971467","327863288","336544026","345583553","355491075","366897095","380209234","396541439","414570970","433514056","",
"North Macedonia","MKD","Population ages 65 and above, total","SP.POP.65UP.TO","69913","70085","70072","70023","70116","70432","72229","74242","76456","78833","81350","84757","88239","91869","95820","100177","105052","110289","115343","119380","121916","122877","122329","121188","120675","121508","124445","128525","133428","138627","143818","149394","154830","160323","166145","172450","177986","183846","189867","195749","201268","207399","212960","217989","222559","226714","229897","232715","235291","237732","240140","243661","246916","250373","254723","260336","267561","275861","284744","",
"Mali","MLI","Population ages 65 and above, total","SP.POP.65UP.TO","119542","122420","124430","125782","126824","127716","133439","139000","144262","149053","153322","161321","169009","176276","183029","189214","198397","207056","215208","222917","230206","241229","252114","262438","271611","279277","289422","298508","306917","315098","323281","329238","335223","341012","346243","350652","354136","356844","358881","360302","361158","364329","366578","368474","370804","373938","382268","391324","400184","407591","412983","420351","425749","430209","435146","441369","453071","465571","478322","",
"Malta","MLT","Population ages 65 and above, total","SP.POP.65UP.TO","25962","26127","26237","26354","26542","26772","27153","27702","28343","28980","29756","30226","30455","30510","30471","30598","30696","30726","30917","31063","31197","31428","31991","32214","31948","32261","33307","34169","35163","36192","37139","38901","39977","41037","42122","43184","44178","45232","46264","47294","48386","49552","50850","52246","53744","55297","56581","57923","59756","62192","65043","67516","70740","74639","79042","83631","88244","93072","98395","",
"Myanmar","MMR","Population ages 65 and above, total","SP.POP.65UP.TO","720187","745305","767373","787369","806831","826408","856045","884941","912527","937982","961046","993255","1023758","1052245","1078325","1102012","1135706","1166240","1194900","1223442","1252817","1295149","1337101","1377597","1415197","1449401","1493626","1534694","1573208","1609928","1645425","1696962","1744499","1788898","1831269","1872229","1926378","1977330","2024091","2064984","2099078","2145807","2185991","2219662","2246894","2268373","2306209","2340620","2372449","2402293","2431547","2480143","2526747","2577734","2641607","2722811","2839502","2968636","3106838","",
"Middle East & North Africa (excluding high income)","MNA","Population ages 65 and above, total","SP.POP.65UP.TO","3584550","3692501","3794780","3893061","3989383","4084675","4209169","4331070","4450560","4567586","4682513","4829815","4974451","5113720","5243699","5363359","5509492","5644590","5773752","5903037","6036459","6214748","6395423","6582133","6782179","7002658","7262226","7538301","7827779","8126708","8476690","8831662","9193756","9563939","9943597","10334397","10737539","11132798","11521073","11903946","12281560","12651340","13014392","13368565","13706204","14026156","14377135","14714249","15055201","15421715","15828460","16274347","16742268","17244927","17803983","18436992","19080058","19796542","20582368","",
"Montenegro","MNE","Population ages 65 and above, total","SP.POP.65UP.TO","29638","30201","30707","31118","31400","31539","32404","33226","34146","35322","36885","37959","39196","40507","41761","42848","43895","44827","45611","46183","46545","46786","46806","46695","46619","46675","47087","47568","48156","48943","49990","51550","53367","55409","57610","59927","61935","63929","65915","67921","69977","72442","74906","77238","79020","80246","80607","80514","80257","80152","80322","80869","81608","82630","84007","85752","88005","90541","93196","",
"Mongolia","MNG","Population ages 65 and above, total","SP.POP.65UP.TO","46127","48193","50059","51716","53201","54520","55858","57104","58347","59702","61220","63698","66199","68554","70537","72034","73218","73977","74528","75135","75944","77531","79152","80729","82149","83339","85153","86726","88074","89206","90139","90466","90348","89772","88735","87324","88320","88862","89027","88890","88485","89976","91283","92420","93362","94107","96339","98460","100411","102097","103485","105863","108072","110307","112840","115870","119835","124359","129457","",
"Northern Mariana Islands","MNP","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population ages 65 and above, total","SP.POP.65UP.TO","236164","243989","251579","258949","266117","273116","281241","289169","296893","304352","311547","320298","328646","336813","345090","353621","363752","373922","383934","393509","402452","414512","425615","435127","442296","446806","454116","458290","461199","465198","471718","480065","491969","505714","519245","531418","546618","559353","570386","580588","590541","604388","617411","629446","640337","650033","664370","677354","689091","699693","709301","726778","742858","757693","771450","784202","807477","830344","852659","",
"Mauritania","MRT","Population ages 65 and above, total","SP.POP.65UP.TO","17817","18878","19976","21096","22221","23346","24581","25805","27024","28262","29518","30903","32286","33684","35086","36498","38056","39605","41150","42706","44272","46039","47804","49567","51322","53069","55049","56972","58854","60719","62597","64761","66918","69059","71163","73222","75650","77990","80293","82604","84941","87290","89645","92009","94380","96770","99418","102047","104681","107345","110072","113158","116251","119401","122663","126091","130032","134075","138313","",
"Mauritius","MUS","Population ages 65 and above, total","SP.POP.65UP.TO","16326","16929","17423","17849","18248","18645","19159","19713","20282","20822","21301","22078","22771","23419","24085","24746","26455","28329","30326","32637","35095","36599","37940","39157","40496","41864","43475","45186","46886","48491","49863","51745","53498","55054","56787","58383","61151","64263","67263","70267","72888","74790","76459","78028","79475","80923","83177","85609","88308","91473","95372","100344","106026","112156","118706","125680","131945","138496","145183","",
"Malawi","MWI","Population ages 65 and above, total","SP.POP.65UP.TO","116532","118657","120754","122886","125109","127467","130599","133910","137104","139808","141840","144000","145677","147259","149232","151888","155887","160386","165394","170935","177030","184032","191334","199196","207957","217847","231349","246793","262985","278377","291877","303686","312578","319736","326843","335151","337712","340913","344158","346724","348119","352842","356452","359106","360945","362035","368041","373227","377781","382050","386159","397497","409482","421395","432182","441411","455507","468088","479970","",
"Malaysia","MYS","Population ages 65 and above, total","SP.POP.65UP.TO","278703","283848","289691","295631","300790","304772","314861","324307","333863","344674","357410","373386","389869","406013","420862","434005","446848","458783","470437","482493","495395","511907","528321","544605","560776","577030","594629","611775","628587","645628","663617","686253","709771","733576","756876","779647","804328","827378","850693","877048","908066","955460","1003243","1047599","1089330","1134333","1194642","1252810","1304113","1348989","1392960","1465345","1544040","1628408","1716911","1808864","1903410","2001283","2103510","",
"North America","NAC","Population ages 65 and above, total","SP.POP.65UP.TO","17848241","18290020","18701770","19101878","19509027","19907598","20383571","20861324","21335758","21810178","22320078","22961685","23510121","24039032","24578169","25143591","25779640","26440785","27138947","27867790","28570658","29196694","29781797","30345701","30914859","31514745","32141006","32761999","33378361","33998601","34637803","35256775","35844952","36370337","36824519","37220521","37549034","37856281","38125500","38385671","38656831","39022080","39357538","39688816","40108579","40612742","41263931","41988341","42833210","43815804","44968942","46247619","47704897","49281224","50962938","52697594","54511328","56289916","58103481","",
"Namibia","NAM","Population ages 65 and above, total","SP.POP.65UP.TO","24940","25442","25931","26403","26881","27359","28089","28812","29512","30163","30745","31580","32319","32975","33557","34076","34938","35732","36466","37140","37772","38716","39597","40484","41437","42492","43759","45103","46502","47905","49289","50923","52449","53833","55032","56038","56970","57605","57977","58125","58082","60835","63677","66653","69760","72969","75789","78630","81516","84424","87333","87429","87344","87133","86865","86608","87353","88149","89019","",
"New Caledonia","NCL","Population ages 65 and above, total","SP.POP.65UP.TO","2883","2958","3024","3088","3149","3203","3314","3410","3508","3679","3995","4401","4747","5007","5235","5400","5549","5701","5826","5908","6005","6245","6478","6691","6903","7114","7347","7599","7861","8127","8431","8608","8783","8965","9155","9286","9808","10306","10793","11293","11827","12215","12655","13124","13621","14160","14802","15462","16153","16897","17760","18695","19733","20830","21913","22984","24031","25040","26060","",
"Niger","NER","Population ages 65 and above, total","SP.POP.65UP.TO","38311","41621","44906","48164","51404","54636","58164","61605","64995","68398","71864","75973","80066","84119","88099","92003","96795","101519","106198","110820","115364","121021","126716","132501","138483","144776","151836","159334","167262","175581","184279","192732","201508","210589","219908","229431","238316","247417","256785","266458","276503","286557","296964","307958","319859","332875","347322","362572","378521","395050","412137","431673","451728","472341","493485","515135","537243","559668","582396","",
